Status,Question,Intention,Keyword,Note
MISMATCH,벽에 못 안 박고 액자 걸 수 있는 찰흙 같은 거 어디 있나요?,"벽면 손상 없는 부착 (조각 접착제, 블루택류)",점토,"MISMATCH | ""점토"" (clay) is a broader term than the specific type of adhesive putty (like Blu-Tack) that the user is likely looking for to hang pictures without nails. While some clays might have adhesive properties, it's not the primary function or the common understanding of the word."
MATCH,노트북 열기 식혀주는 거... 밑에 받치는 거 어디 있어요?,"기기 과열 방지 및 각도 조절 (노트북 쿨링패드, 거치대)",노트북쿨러,"MATCH | ""노트북쿨러"" (notebook cooler) is a common and relevant search term for finding products that prevent 노트북 열기 (notebook heat) from overheating."
MATCH,화장실 타일 사이에 바르는 하얀색 그거 어디 있죠?,타일 틈새 보수 및 곰팡이 가림 (타일 줄눈 보수제),백시멘트,"MATCH | 백시멘트는 타일 틈새를 메우는 데 사용되는 하얀색 재료로, 타일 줄눈 보수제의 역할을 할 수 있으므로 의도에 부합합니다."
MATCH,물병 씻을 때 쓰는 길쭉한 솔 어디 있어요?,"깊은 용기 내부 세척 (병 세척솔, 텀블러 솔)",솔,"MATCH | ""솔"" (brush) is a reasonable keyword because the intention is looking for a specific type of brush for cleaning bottles."
MATCH,캠핑 가서 고기 구울 때 쓰는 그물망 어디 있나요?,"야외 조리용 석쇠 (석쇠, 바비큐 망)",그물망,"MATCH | ""그물망"" (geumulmang) directly translates to ""wire mesh"" or ""netting,"" which is a reasonable description for a grilling grate or barbecue net used for cooking meat over a campfire."
MATCH,신발 뒤축 까졌을 때 붙이는 스티커 어디 있어요?,신발 사이즈 조절 및 마찰 방지 (뒤꿈치 보호 패드),뒤꿈치 보호 패드,"MATCH | ""뒤꿈치 보호 패드"" is a good search term for finding products that address the issue of shoes rubbing against the heel and causing blisters or discomfort, which aligns with the intention of adjusting shoe size or preventing friction."
MATCH,옷에 뭐 묻었을 때 슥슥 문지르면 지워지는 펜 같은 거 어디 있죠?,즉석 오염 제거 (휴대용 얼룩 제거제/펜),얼룩 제거 펜,"MATCH | ""얼룩 제거 펜"" (stain removing pen) is a good and common way to refer to ""즉석 오염 제거 (휴대용 얼룩 제거제/펜)"" (instant stain removal (portable stain remover/pen))."
MATCH,"이거 바구니 이름은 모르겠는데, 칸막이 나눠진 거 더 없나요?","세분화된 수납 정리 (칸막이 정리함, 서랍 정리 트레이)",바구니,"MATCH | The user is asking for more compartmentalized baskets, and ""바구니"" (basket) is a general term that could lead to finding such items."
MATCH,자전거 체인에 치는 기름 어디 있어요?,"기계 마찰 감소 및 관리 (다용도 윤활제, WD-40류)",자전거 체인 기름,"MATCH | ""자전거 체인 기름"" is a specific type of lubricant used to reduce friction and maintain bicycle chains, which directly aligns with the intention of finding products for reducing mechanical friction and management using lubricants like WD-40."
MISSING,스마트폰 뒤에 붙어서 손가락 끼우는 거 어디 있나요?,"기기 추락 방지 및 거치 (스마트톡, 핑거링)",,
MATCH,이사할 때 그릇 싸는 뽁뽁이 어디서 찾아요?,"파손 방지 완충 (에어캡, 완충재)",뽁뽁이,"MATCH | 뽁뽁이 (Bok-bok-i) is a common term for air bubble wrap, which is used for cushioning and preventing damage during moving. This directly relates to the intention of finding materials for ""파손 방지 완충 (damage prevention cushioning)""."
MATCH,운동화 끈 안 풀리게 고정하는 거 어디 있죠?,"신발끈 풀림 방지 (신발끈 고정 클립, 실리콘 신발끈)",운동화 끈 고정,"MATCH | ""운동화 끈 고정"" directly addresses the problem of shoelaces coming undone, aligning well with the intention of finding solutions like ""신발끈 풀림 방지 (신발끈 고정 클립, 실리콘 신발끈)""."
MATCH,욕실 거울 김 안 서리게 하는 거 어디 있어요?,습기 방지 및 시야 확보 (김서림 방지제/코팅제),김서림 방지 거울,"MATCH | ""김서림 방지 거울"" (anti-fog mirror) directly relates to the user's intention of preventing fog on a bathroom mirror, and is a reasonable search term for finding relevant products."
MATCH,그... 찍찍이인데 전선 묶는 용도로 쓰는 거 어디 있나요?,"케이블 정리 (벨크로 타이, 전선 정리 밴드)",찍찍이,"MATCH | ""찍찍이"" is a common Korean term for Velcro, which is a key component of Velcro ties and cable ties used for cable management. Therefore, it is a reasonable search term to fulfill the intention."
MATCH,아이들 서랍 못 열게 잠그는 거 어디 있어요?,유아 안전사고 예방 (다용도 잠금장치),서랍 잠금장치,"MATCH | ""서랍 잠금장치"" is a good search term to find a device that prevents children from opening drawers, thus fulfilling the intention of preventing accidents related to children accessing drawers."
MATCH,베란다 창문 틈새 막는 스펀지 어디 있죠?,"외풍 차단 및 방음 (문틈막이 테이프, 모헤어)",틈새 스펀지,"MATCH | ""틈새 스펀지"" is a type of product used for blocking drafts and noise from gaps, aligning well with the intention of ""외풍 차단 및 방음 (문틈막이 테이프, 모헤어)"". It's a reasonable search term to find products that fulfill that intention."
MATCH,와인 마시고 남은 거 막아두는 마개 어디 있어요?,음료 산패 방지 밀봉 (와인 스토퍼),와인 마개,"MATCH | ""와인 마개"" directly refers to wine stoppers, which are used to prevent wine from going bad after opening. This aligns perfectly with the intention of preventing spoilage (""음료 산패 방지"") and sealing (""밀봉"") the wine."
MATCH,노트북 청소할 때 칙칙 뿌리는 바람 어디 있나요?,비접촉 먼지 제거 (먼지 제거 스프레이/에어스프레이),먼지 제거제,"MATCH | 먼지 제거제 is a reasonable search term for 먼지 제거 스프레이/에어스프레이, which is used for 비접촉 먼지 제거."
MATCH,강아지 털 옷에서 떼는 돌돌이 리필 어디 있어요?,의류 먼지/털 제거 소모품 (테이프 크리너 리필),돌돌이 리필,"MATCH | ""돌돌이 리필"" is a common term for tape cleaner refills, which directly aligns with the intention of ""의류 먼지/털 제거 소모품 (테이프 크리너 리필)""."
MATCH,다리 부었을 때 붙이는 시원한 패치 어디 있죠?,"다리 피로 회복 및 쿨링 (휴식 패치, 쿨링 시트)",패치,"MATCH | ""패치"" is a good keyword because the intention mentions ""휴식 패치, 쿨링 시트"" which are types of patches."
MATCH,냉장고 안에 냄새 잡아주는 거 어디 있어요?,"냉장고 탈취 (냉장고 탈취제, 탈취용 숯)",탈취제,"MATCH | ""탈취제"" is a common and direct term for ""냉장고 탈취제,"" which aligns with the intention of ""냉장고 탈취."""
MATCH,옷걸이에서 옷 안 흘러내리게 하는 거 어디 있나요?,의류 고정 (논슬립 옷걸이 커버/스티커),옷걸이,"MATCH | ""옷걸이"" is a necessary component to finding solutions for preventing clothes from slipping off hangers. While not specific enough, it's a relevant and good starting point."
MATCH,콘센트 구멍 아기들이 못 건드리게 막는 거 어디 있어요?,감전 사고 예방 (콘센트 안전 커버),콘센트 안전 덮개,"MATCH | ""콘센트 안전 덮개"" and ""콘센트 안전 커버"" are highly similar and refer to the same type of product used for preventing children from touching electrical outlets."
MATCH,가죽 가방 닦는 크림 어디 있죠?,가죽 관리 및 오염 제거 (가죽 클리너/에센스),가죽 가방 닦는 크림,"MATCH | The extracted keyword ""가죽 가방 닦는 크림"" directly describes a product used for leather care and stain removal, aligning well with the intention ""가죽 관리 및 오염 제거 (가죽 클리너/에센스)""."
MATCH,잠잘 때 귀에 꽂는 소음방지용 그거 어디 있어요?,"청력 보호 및 숙면 (귀마개, 이어플러그)",귀마개,"MATCH | ""귀마개"" (earplugs) is a direct and effective way to fulfill the intention of ""청력 보호 및 숙면 (귀마개, 이어플러그)"" (hearing protection and sleep (earplugs, earplugs)). The question is also asking about something to put in the ear to block noise while sleeping."
MATCH,바지 허리 클 때 줄이는 핀 어디 있나요?,"의류 사이즈 수선 (요술단추, 허리 조절 핀)",바지 허리 줄이는 핀,"MATCH | The extracted keyword ""바지 허리 줄이는 핀"" directly addresses the user's need for a pin to adjust the waist size of pants, which aligns perfectly with the target intention of ""의류 사이즈 수선 (요술단추, 허리 조절 핀)""."
MATCH,우산 끝에 씌우는 커버 어디 있어요?,우산 빗물 낙수 방지 (우산 빗물받이/커버),우산 커버,"MATCH | ""우산 커버"" is a good search term for finding a cover to prevent water from dripping from an umbrella."
MATCH,욕실 바닥 안 미끄럽게 붙이는 거 어디 있죠?,낙상 사고 예방 (미끄럼 방지 스티커/매트),미끄럼 방지 패드,"MATCH | ""미끄럼 방지 패드"" is a good search term for preventing slips and falls in the bathroom, aligning with the intention of ""낙상 사고 예방 (미끄럼 방지 스티커/매트)""."
MATCH,컴퓨터 뒤에 선들 안 보이게 넣어두는 통 어디 있어요?,전선 및 멀티탭 은닉 정리 (멀티탭 정리함/케이블 박스),선정리함,"MATCH | ""선정리함"" (cable organizer box) is a good search term for ""전선 및 멀티탭 은닉 정리 (멀티탭 정리함/케이블 박스)"" (cable and power strip hiding and organization)."
MATCH,스테인리스 냄비 탄 거 닦는 가루 어디 있나요?,"금속 용기 찌든 때 제거 (과탄산소다, 다목적 세정제)",탄 거 닦는 가루,"MATCH | ""탄 거 닦는 가루"" directly relates to removing burnt residue, which aligns with the intention of ""금속 용기 찌든 때 제거"". The keyword specifies the desired product type (powder for cleaning burnt residue) for the specific cleaning purpose."
MATCH,차 안에서 핸드폰 자석으로 붙이는 거 어디 있어요?,운전 중 기기 고정 (차량용 자석 거치대),핸드폰 거치대,"MATCH | ""핸드폰 거치대"" is a general term that includes magnetic phone holders for cars, which aligns with the user's intention of finding a magnetic phone holder to attach a phone in the car."
MATCH,발가락 사이 끼우는 거... 매니큐어 바를 때 쓰는 거 어디 있죠?,페디큐어 편의 도구 (토우 세퍼레이터),페디큐어,"MATCH | ""페디큐어"" is a related term to ""페디큐어 편의 도구 (토우 세퍼레이터)"" as toe separators are commonly used when applying pedicure."
MATCH,커튼 달 때 구멍 없는 벽에 고정하는 거 어디 있어요?,"못 없이 커튼 설치 (압축봉, 안뚫어고리)",커튼 고정,"MATCH | ""커튼 고정"" is a broad keyword, but it directly relates to the user's need to fix a curtain, which aligns with the intention of finding ways to install curtains without nails. It could lead to relevant search results, even if it requires more refining."
MATCH,배수구에 머리카락 안 들어가게 하는 스티커 어디 있나요?,하수구 막힘 방지 (거름망 스티커),머리카락 거름망,"MATCH | ""머리카락 거름망"" directly relates to preventing hair from clogging drains, which aligns with the intention of ""하수구 막힘 방지 (거름망 스티커)""."
MATCH,옷장에 걸어두는 습기 제거하는 거 어디 있어요?,곰팡이 방지 및 제습 (걸이형 제습제),습기 제거제,"MATCH | 습기 제거제는 습기를 제거하는 제품을 찾는 데 도움이 되는 키워드이며, 옷장에 걸어두는 제습제를 찾는 사용자의 의도와 관련이 있습니다."
MATCH,물감 짤 때 쓰는 판 어디 있죠?,미술 도구 (팔레트),물감 팔레트,"MATCH | ""물감 팔레트"" is a reasonable search term for finding a palette used when squeezing paint, which aligns with the intention ""미술 도구 (팔레트)""."
MATCH,낚시 갈 때 쓰는 작은 의자 어디 있어요?,휴대용 좌석 (접이식 의자),낚시의자,"MATCH | ""낚시의자"" (fishing chair) is a type of portable seat, specifically designed for fishing. This aligns well with the intention of finding a ""휴대용 좌석 (접이식 의자)"" (portable seat/folding chair) suitable for going fishing."
MATCH,등 긁는 효자손 어디 있나요?,신체 가려움 해소 (효자손),효자손,"MATCH | ""효자손"" is the specific product mentioned in the intention ""신체 가려움 해소 (효자손)""."
MATCH,기름 요리할 때 얼굴에 안 튀게 막는 거 어디 있어요?,조리 중 화상 방지 (안면 보호 페이스 쉴드),기름막이,"MATCH | ""기름막이"" (oil barrier) is a reasonable search term for finding products that prevent oil splatters from hitting the face while cooking, which aligns with the intention of preventing burns during cooking and protecting the face."
MATCH,입술 트지 말라고 바르는 거 어디 있죠?,"입술 보습 (립밤, 립케어)",립밤,"MATCH | 립밤 is a common and effective product for lip moisturizing and care, directly addressing the user's intention."
MATCH,종이 자를 때 밑에 깔는 초록색 판 어디 있어요?,책상 보호 및 절단 보조 (커팅 매트),재단 매트,MATCH | 재단 매트 is a very close synonym to 커팅 매트 and would lead the user to the correct product.
MATCH,화분 물 빠지는 구멍 막는 망 어디 있나요?,흙 유실 방지 (화분 깔망),화분망,"MATCH | ""화분망"" (flower pot mesh) is a reasonable shortening of ""화분 물 빠지는 구멍 막는 망"" (mesh to block the drainage hole of a flower pot) and directly relates to preventing soil loss, which is the core of the user's intention of finding ""화분 깔망"" (flower pot bottom mesh)."
MATCH,차 문 열 때 벽에 안 부딪히게 붙이는 거 어디 있어요?,"문콕 방지 (도어 가드, 스펀지 패드)",문 보호대,"MATCH | ""문 보호대"" (door protector) is a reasonable search term for ""문콕 방지"" (door ding prevention), as it describes a product that protects the car door from hitting walls and causing dings. It is a slightly broader term than ""도어 가드"" but still relevant."
MISMATCH,손톱 깎고 옆에 다듬는 거 어디 있죠?,"손톱 표면 정리 (네일 파일, 네일 버퍼)",손톱깎이,"MISMATCH | The extracted keyword ""손톱깎이"" (nail clipper) is for cutting nails, while the intention is about smoothing and refining the nail surface, typically done with nail files or buffers. Although related to nail care, it doesn't directly address the user's intent of finding tools for smoothing the nail surface."
MATCH,그... 과자 먹고 남은 거 집어놓는 집게 어디 있어요?,"식품 신선도 유지 밀봉 (봉지 집게, 밀봉 클립)",집게,"MATCH | The keyword ""집게"" (jipge, meaning ""clip"" or ""clamp"") directly relates to the intention of finding a clip to seal food bags for freshness. It's a good search term for ""봉지 집게"" (bongji jipge, meaning ""bag clip"")."
MATCH,집 안에서 운동할 때 바닥에 까는 두꺼운 매트 어디 있나요?,"층간소음 방지 및 충격 완화 (홈트레이닝 매트, 요가 매트)",매트,"MATCH | ""매트"" (mat) is a general term that directly relates to both ""홈트레이닝 매트"" (home training mat) and ""요가 매트"" (yoga mat), which are used for noise reduction and shock absorption during indoor exercise, aligning with the user intention."
MATCH,신발 앞코 뾰족한 거 발 안 아프게 넣는 거 어디 있어요?,"신발 착용감 개선 (앞코 쿠션, 토 패드)",신발,"MATCH | The keyword ""신발"" (shoes) is a broad term, but it's relevant because the intention is about improving the comfort of shoes, specifically regarding the pointed toe area. While more specific keywords like ""앞코 쿠션"" (toe cushion) would be better, ""신발"" is still related and could lead to relevant results."
MATCH,창문 잠그는 장치... 애들이 못 열게 하는 거 어디 있죠?,"창문 추락 방지 안전장치 (창문 잠금장치, 윈도우 락)",창문 잠금 장치,"MATCH | The extracted keyword ""창문 잠금 장치"" directly addresses the user's need for a device to prevent children from opening windows, which aligns perfectly with the target intention of ""창문 추락 방지 안전장치 (창문 잠금장치, 윈도우 락)""."
MATCH,가구 모서리에 부딪혀도 안 아프게 붙이는 거 어디 있어요?,충격 완화 안전 소품 (모서리 보호대),모서리 보호대,"MATCH | The extracted keyword ""모서리 보호대"" (corner protector) directly addresses the user's intention of finding a product to protect from bumping into furniture corners, which falls under the category of ""충격 완화 안전 소품 (모서리 보호대)"" (shock absorption safety item (corner protector))."
MATCH,비 올 때 가방 안 젖게 씌우는 거 어디 있나요?,가방 방수 (백팩 레인커버),가방커버,"MATCH | ""가방커버"" is a reasonable search term for ""가방 방수 (백팩 레인커버)"" as it describes a cover for a bag, which can be used for waterproofing."
MATCH,주방 싱크대 선반 높이 조절하는 거 어디 있어요?,주방 수납 공간 효율화 (조절식 싱크대 선반),싱크대 선반,"MATCH | ""싱크대 선반"" is a good starting point to find adjustable sink shelves, directly related to the intention of optimizing kitchen storage space with adjustable sink shelves."
MATCH,그... 쇠로 된 건데 문 뒤에 걸어서 옷 거는 거 어디 있죠?,벽 타공 없는 수납 (도어 행거),옷걸이,"MATCH | 옷걸이 is a reasonably good search term as it describes the function of hanging clothes, which is the primary function of a 도어 행거 (door hanger). While it doesn't specify the ""door"" aspect, it's close enough to lead to relevant results."
MISMATCH,세면대 뚫는 액체 말고 긴 막대기 같은 거 어디 있어요?,"물리적 배수구 이물질 제거 (배수관 클리너 솔, 집게)",뚫어뻥,"MISMATCH | 뚫어뻥 (Ttureoppeong) refers to a plunger, which isn't the ""long stick-like thing"" the user is asking about. The user is looking for a drain cleaner tool like a drain snake or a grabber."
MATCH,옷에 이름표 붙일 때 쓰는 테이프 어디 있나요?,의류 소유주 표시 (의류용 네임스티커/테이프),이름표 테이프,"MATCH | ""이름표 테이프"" is a reasonable search term for finding ""의류용 네임스티커/테이프"" as it directly relates to labeling clothes with names."
MATCH,자동차 바퀴 휠 닦는 거 어디 있어요?,"차량 휠 세척 (휠 클리너, 세차 솔)",자동차 바퀴 휠,"MATCH | ""자동차 바퀴 휠"" is a good starting point to find products related to ""차량 휠 세척"". It directly refers to the part being cleaned."
MATCH,벽지에 낙서한 거 지우는 거 어디 있죠?,"오염 제거용 청소 도구 (매직 블록, 낙서 제거제)",벽지낙서지우개,"MATCH | ""벽지낙서지우개"" (wallpaper graffiti eraser) is a reasonable search term for finding ""오염 제거용 청소 도구 (매직 블록, 낙서 제거제)"" (cleaning tools for removing stains (magic block, graffiti remover)). It directly relates to removing graffiti from wallpaper."
MATCH,다이어리에 구멍 뚫는 기계 어디 있어요?,"문서 결속 보조 (펀치, 타공기)",다이어리 펀치,"MATCH | ""다이어리 펀치"" (diary punch) is a specific type of ""펀치"" (punch) or ""타공기"" (hole puncher) that is designed for making holes in diaries. This directly relates to the intention of finding tools for document binding or hole punching."
MATCH,아이들 연필 잡는 법 교정해주는 거 어디 있나요?,바른 글쓰기 습관 보조 (연필 교정 홀더),연필,"MATCH | The keyword ""연필"" (pencil) is directly related to the intention of finding a product that helps correct pencil grip for children. While ""연필 교정 홀더"" (pencil grip corrector) would be a more precise keyword, ""연필"" is a reasonable starting point as it narrows down the search to items associated with pencils, increasing the likelihood of finding the desired product."
MATCH,빨래 건조대 발에 끼우는 거 어디 있어요?,바닥 긁힘 및 미끄럼 방지 (건조대 캡/패드),빨래 건조대 발,"MATCH | ""빨래 건조대 발"" (laundry drying rack feet) directly relates to the intention of finding 건조대 캡/패드 (drying rack caps/pads) that prevent floor scratching and slipping, as these caps/pads are attached to the feet of the drying rack. The keyword is a reasonable search term to find the product."
MATCH,그... 유리창 닦을 때 쓰는 고무 달린 밀대 어디 있죠?,물기 제거 (유리창 스퀴지),유리창닦이,"MATCH | ""유리창닦이"" is a common term for a window cleaner, often including a squeegee for removing water, which aligns with the intention of ""물기 제거 (유리창 스퀴지)""."
MATCH,욕실 실리콘 곰팡이 지우는 젤 어디 있어요?,욕실 위생 관리 (곰팡이 제거 젤),욕실 실리콘 곰팡이 지우는 젤,"MATCH | The extracted keyword ""욕실 실리콘 곰팡이 지우는 젤"" (bathroom silicone mold removing gel) directly describes the product needed for the intention ""욕실 위생 관리 (곰팡이 제거 젤)"" (bathroom hygiene management (mold removal gel)). It's a specific and relevant search term."
MATCH,여권 끼우는 커버 어디 있나요?,여권 보호 및 수납 (여권 케이스),여권 커버,"MATCH | ""여권 커버"" is a reasonable search term for finding a ""여권 케이스"" which provides protection and storage for a passport. They are essentially synonymous."
MATCH,자전거 바람 넣는 기계 어디 있어요?,공기 주입 도구 (자전거 펌프),자전거 바람 넣는 기계,"MATCH | The extracted keyword ""자전거 바람 넣는 기계"" (bicycle air pump machine) directly describes the product described in the target intention ""공기 주입 도구 (자전거 펌프)"" (air inflation tool (bicycle pump)). It's a reasonable search term to find a bicycle pump."
MATCH,캠핑 가서 설거지한 거 말리는 망 어디 있죠?,야외 식기 건조 (캠핑용 식기 건조망),설거지망,"MATCH | ""설거지망"" (dish drying net) is a reasonable shortening of ""설거지한 거 말리는 망"" (net for drying washed dishes) and could be used to find the product."
MATCH,손목 아플 때 쓰는 보호대 어디 있어요?,관절 지지 및 통증 완화 (손목 보호대),보호대,"MATCH | ""보호대"" (brace) is a good general term for a wrist brace, which is the product described in the intention."
MATCH,반지 너무 클 때 안쪽에 끼우는 거 어디 있나요?,반지 사이즈 조절 (반지 사이즈 조절기/가드),반지 사이즈 조절링,"MATCH | 반지 사이즈 조절링은 반지 사이즈를 조절하는 데 사용되는 도구이므로, 반지 사이즈 조절 (반지 사이즈 조절기/가드)라는 사용자 의도에 부합하는 검색어입니다."
MATCH,냉장고에 붙이는 타이머 어디 있어요?,조리 시간 알림 (자석 주방 타이머),타이머,"MATCH | ""타이머"" (timer) is a generic term for the product described in the intention ""조리 시간 알림 (자석 주방 타이머)"" (cooking time alarm (magnetic kitchen timer)). While it doesn't include the specific features (magnetic, kitchen), it's a good starting point and a reasonable search term."
MATCH,구두 신을 때 뒤에 대는 긴 거 어디 있죠?,신발 착용 보조 (구두주걱),구두주걱,"MATCH | ""구두주걱"" is a specific term for the object described as ""구두 신을 때 뒤에 대는 긴 거"" and directly relates to the intention of ""신발 착용 보조 (구두주걱)""."
MATCH,머리 감을 때 쓰는 브러쉬 어디 있어요?,두피 마사지 및 세정 (샴푸 브러쉬),머리 브러쉬,"MATCH | ""머리 브러쉬"" (hair brush) is a reasonable search term for ""두피 마사지 및 세정 (샴푸 브러쉬)"" (scalp massage and cleansing (shampoo brush)) as shampoo brushes are a type of hair brush."
MATCH,방충망 구멍 났을 때 붙이는 스티커 어디 있나요?,방충망 보수 (방충망 보수 테이프),방충망 스티커,"MATCH | ""방충망 스티커"" is a common term used to refer to ""방충망 보수 테이프"", which is used to repair holes in window screens. Therefore, it is a good search term to fulfill the user's intention."
MATCH,그... 젤리 같은 건데 키보드 먼지 떼는 거 어디 있어요?,틈새 먼지 제거 (클리닝 젤),젤리,"MATCH | ""젤리"" is a reasonable keyword because the product is described as ""젤리 같은 건데"" meaning ""something like jelly."" This directly relates to the target intention of finding a cleaning gel (often referred to as keyboard cleaning gel, which has a jelly-like consistency) for removing dust from crevices."
MATCH,안경 콧받침만 따로 팔아요?,안경 소모품 교체 (안경 코패드),콧받침,"MATCH | The extracted keyword ""콧받침"" (nose pad) directly refers to the ""안경 코패드"" (eyeglass nose pad) mentioned in the target intention. Searching for ""콧받침"" would likely lead to results for replacement nose pads for eyeglasses, fulfilling the intention of finding and potentially replacing that specific eyeglass consumable."
MATCH,이어폰 귀에 닿는 고무 부분만 따로 있나요?,이어폰 소모품 교체 (이어팁),이어폰 고무,"MATCH | ""이어폰 고무"" refers to the rubber part of the earphone that goes into the ear, which is commonly known as an eartip. This directly relates to the intention of finding replacement eartips."
MATCH,압축봉 끝에 끼우는 거 어디 있어요?,압축봉 고정력 강화 및 벽 보호 (압축봉 지지대/캡),압축봉,"MATCH | The keyword ""압축봉"" (compression rod) is a relevant starting point for finding accessories that enhance its stability and protect the wall. While it might not directly lead to ""압축봉 지지대/캡"" (compression rod support/cap), it's a necessary component in the search. People looking for supports or caps would likely start by searching for the rod itself."
MATCH,나무 도구 관리할 때 바르는 거 어디 있죠?,"목재 보존 (우드 오일, 도마 관리유)",오일,"MATCH | ""오일"" (oil) is a common and relevant term used for wood preservation products like wood oil and cutting board oil, which are mentioned in the target intention. Therefore, it's a reasonably good search term."
MATCH,신발장에 넣어두는 냄새 제거제 어디 있어요?,신발장 탈취 (신발장 방향제/탈취제),냄새 제거제,"MATCH | ""냄새 제거제"" is a general term that includes 탈취제, which directly relates to the intention of removing odor from a shoe cabinet."
MATCH,그릇 겹쳐 놓을 때 사이에 끼우는 거 어디 있나요?,식기 긁힘 방지 (그릇 보호 패드),그릇받침,"MATCH | ""그릇받침"" can refer to various items used to protect dishes, including pads or stands that prevent scratching when stacking dishes, aligning with the intention of ""식기 긁힘 방지 (그릇 보호 패드)""."
MATCH,침대 시트 안 밀리게 고정하는 집게 어디 있어요?,침구 정리 유지 (매트리스 시트 고정 집게),침대 시트 고정 집게,"MATCH | ""침대 시트 고정 집게"" is a good search term to find products related to ""침구 정리 유지 (매트리스 시트 고정 집게)""."
MATCH,여행 갈 때 샴푸 담는 작은 통 세트 어디 있죠?,화장품 소분 (여행용 공병 세트),샴푸통,"MATCH | 샴푸통은 여행용 공병 세트에 포함될 수 있는 제품이므로, 의도와 관련이 있습니다."
MATCH,도시락 쌀 때 모양 내는 틀 어디 있어요?,"음식 장식 (주먹밥 틀, 컷팅 틀)",모양틀,"MATCH | ""모양틀"" (mold) directly relates to shaping food, which aligns with the intention of finding tools for food decoration like ""주먹밥 틀"" (rice ball molds) and ""컷팅 틀"" (cutting molds)."
MATCH,수도꼭지에 끼워서 물 방향 바꾸는 거 어디 있나요?,세면대 사용 편의 (수도꼭지 연장/회전 노즐),수도꼭지,"MATCH | The keyword ""수도꼭지"" (faucet) is a component of the product described in the intention (faucet extension/rotation nozzle for easier sink use). Searching for ""수도꼭지"" is a reasonable starting point to find the desired product."
MATCH,장바구니 접어서 가방에 쏙 들어가는 거 어디 있어요?,휴대용 장바구니 (접이식 에코백),장바구니,"MATCH | ""장바구니"" is a broad term that encompasses the intended product ""휴대용 장바구니 (접이식 에코백)"". While not as specific, it's a relevant and reasonably good starting point for a search."
MATCH,에어프라이어 밑에 까는 종이 어디 있죠?,조리 기구 오염 방지 (에어프라이어 종이호일),에어프라이어 종이,"MATCH | The extracted keyword ""에어프라이어 종이"" (air fryer paper) directly relates to the user's intention of finding something to prevent the air fryer from getting dirty, specifically ""에어프라이어 종이호일"" (air fryer parchment paper). It's a good, concise search term."
MATCH,베개 솜만 따로 파나요?,침구 소모품 구매 (베개 솜 내장재),베개 솜,"MATCH | The extracted keyword ""베개 솜"" directly corresponds to the product described in the intention ""베개 솜 내장재"". It's a good search term to find the specific product."
MATCH,옷에 보풀 일어난 거 깎아내는 기계 어디 있어요?,의류 관리 (보풀 제거기),보풀제거기,"MATCH | ""보풀제거기"" directly translates to ""lint remover,"" which is the exact product needed for removing 보풀 (lint) from clothes. This aligns perfectly with the intention of ""의류 관리 (보풀 제거기)"" which means ""clothing care (lint remover)."""
MATCH,방 문 밑에 틈새 막아서 바람 안 들어오게 하는 거 어디 있나요?,외풍 및 벌레 차단 (문하부 밀폐재/틈새막이),문풍지,"MATCH | 문풍지 is a type of weatherstripping commonly used to block drafts and insects from entering through gaps in doors and windows, which aligns with the user's intention."
MATCH,가구 긁힌 데 색칠하는 펜 어디 있어요?,"가구 흠집 보수 (우드 마커, 가구 보수 펜)",가구 긁힘 보수펜,"MATCH | ""가구 긁힘 보수펜"" is a reasonable search term for finding a pen to color scratches on furniture, aligning with the intention of ""가구 흠집 보수 (우드 마커, 가구 보수 펜)""."
MATCH,그... 돌리면 불 나오는 거... 촛불 켤 때 쓰는 거 어디 있죠?,"점화 도구 (가스 점화기, 캔들 라이터)",라이터,"MATCH | 라이터 is a common and generally understood term for a device used to light candles, gas stoves, and other things. Although the user is somewhat vague in their description, ""라이터"" is a reasonable keyword that could lead to finding the intended item."
MATCH,손톱에 스티커 붙이는 거 어디 있어요?,셀프 네일 아트 (네일 스티커/팁),스티커,"MATCH | ""스티커"" is a good search term because nail stickers are a common type of self nail art product."
MATCH,싱크대 밑에 냄비 정리하는 선반 어디 있나요?,싱크대 하부 수납 효율화 (프라이팬/냄비 정리대),냄비 정리 선반,"MATCH | The extracted keyword ""냄비 정리 선반"" (냄비 organizing shelf) directly relates to organizing pots and pans, which is the core of the user's intention of ""싱크대 하부 수납 효율화 (프라이팬/냄비 정리대)"" (sink cabinet storage efficiency (frying pan/pot organizer)). Therefore, it's a good search term."
MATCH,물티슈 뚜껑만 따로 팔아요?,캡형 물티슈 재사용 (물티슈 캡),물티슈 뚜껑,"MATCH | The extracted keyword ""물티슈 뚜껑"" (wet wipe lid) directly addresses the intention of finding a replacement or reusable lid for wet wipes, as indicated by ""캡형 물티슈 재사용 (물티슈 캡)"" which translates to ""Cap-type wet wipe reuse (wet wipe cap)""."
MATCH,화분 분갈이할 때 쓰는 큰 비닐 매트 어디 있어요?,원예 작업 시 청결 유지 (분갈이 매트),비닐 매트,"MATCH | ""비닐 매트"" is a reasonably good search term to find 분갈이 매트, as it describes the material and general shape of the product."
MATCH,차 유리 깨졌을 때 임시로 붙이는 거 어디 있죠?,유리 파손 응급 보수 (유리 보수 테이프),유리 테이프,"MATCH | ""유리 테이프"" is a shortened and more practical search term for ""유리 보수 테이프"", which is a specific type of tape used for emergency glass repair. It directly relates to the user's intention of finding something to temporarily fix a broken car window."
