Q: 집에서 쓰는 건데 뭐 하나 없을까요? -> Keyword: 자동디스펜서 (Latency: 2.439s, Tokens: [P:3161, C:76, T:3237])
Q: 김장용 비닐봉투 큰 거 어디 있어요? -> Keyword: 대형비닐봉투 (Latency: 1.142s, Tokens: [P:3163, C:50, T:3213])
Q: 전선 정리하는 타이 어디 있나요? -> Keyword: 전선정리함 (Latency: 1.206s, Tokens: [P:3160, C:36, T:3196])
Q: 가구 밑에 붙이는 부직포 어디 있어요? -> Keyword: 의자발커버 (Latency: 2.047s, Tokens: [P:3163, C:57, T:3220])
Q: 보풀 제거기 어디 있죠? -> Keyword: 보풀제거기 (Latency: 0.817s, Tokens: [P:3157, C:34, T:3191])
Q: 택배 쌀 때 쓰는 뽁뽁이 어디 있어요? -> Keyword: 뽁뽁이 (Latency: 1.180s, Tokens: [P:3167, C:45, T:3212])
Q: 탁상용 거울 어디 있나요? -> Keyword: 탁상용거울 (Latency: 1.770s, Tokens: [P:3158, C:86, T:3244])
Q: 옷에 먼지 떼는 돌돌이 어디 있어요? -> Keyword: 롤러클리너 (Latency: 0.997s, Tokens: [P:3164, C:27, T:3191])
Q: 욕실 곰팡이 제거제 어디 있나요? -> Keyword: 곰팡이 제거제 (Latency: 0.811s, Tokens: [P:3162, C:31, T:3193])
Q: 자전거 자물쇠 번호로 된 거 어디 있어요? -> Keyword: 자전거 자물쇠 (Latency: 1.415s, Tokens: [P:3164, C:64, T:3228])
Q: 주방용 타이머 어디 있나요? -> Keyword: 주방타이머 (Latency: 1.131s, Tokens: [P:3159, C:37, T:3196])
Q: 선물 포장 리본 어디 있어요? -> Keyword: 포장리본 (Latency: 1.486s, Tokens: [P:3159, C:52, T:3211])
Q: 차량용 충전 잭 어디 있죠? -> Keyword: 차량용 충전기 (Latency: 1.075s, Tokens: [P:3160, C:36, T:3196])
Q: 팔굽혀펴기 하는 기구 어디 있나요? -> Keyword: 운동기구 (Latency: 0.929s, Tokens: [P:3162, C:42, T:3204])
Q: 창문 닦는 밀대 어디 있어요? -> Keyword: 청소포 (Latency: 1.995s, Tokens: [P:3160, C:56, T:3216])
Q: 안경 닦는 천 어디 있나요? -> Keyword: 청소포 (Latency: 1.371s, Tokens: [P:3159, C:55, T:3214])
Q: 어항 꾸미는 돌 어디 있어요? -> Keyword: 조화용 돌 (Latency: 1.867s, Tokens: [P:3159, C:61, T:3220])
Q: 다이어리 꾸미는 스티커 어디 있죠? -> Keyword: 스티커류 (Latency: 1.471s, Tokens: [P:3162, C:52, T:3214])
Q: 문 쾅 안 닫히게 하는 스토퍼 어디 있어요? -> Keyword: 문 스토퍼 (Latency: 0.874s, Tokens: [P:3166, C:36, T:3202])
Q: 에어컨 세정제 어디 있나요? -> Keyword: 에어컨세정제 (Latency: 1.197s, Tokens: [P:3159, C:54, T:3213])
Q: 철 수세미 어디 있어요? -> Keyword: 매직블럭 (Latency: 2.041s, Tokens: [P:3157, C:107, T:3264])
Q: 기름종이 어디 있어요? -> Keyword: 기름종이 (Latency: 2.111s, Tokens: [P:3157, C:63, T:3220])
Q: 발뒤꿈치 미는 거 어디 있죠? -> Keyword: 발뒤꿈치 미는기 (Latency: 1.135s, Tokens: [P:3160, C:51, T:3211])
Q: 상토나 배양토 어디 있어요? -> Keyword: 배양토 (Latency: 0.949s, Tokens: [P:3159, C:34, T:3193])
Q: 에어프라이어용 종이 호일 어디 있나요? -> Keyword: 에어프라이어용 종이호일 (Latency: 1.581s, Tokens: [P:3163, C:72, T:3235])
Q: 와인 오프너 어디 있어요? -> Keyword: 와인오프너 (Latency: 1.266s, Tokens: [P:3158, C:49, T:3207])
Q: 싱크대 배수구 거름망 어디 있죠? -> Keyword: 배수구망 (Latency: 0.879s, Tokens: [P:3162, C:26, T:3188])
Q: 캠핑용 조명 어디 있어요? -> Keyword: 캠핑조명 (Latency: 1.565s, Tokens: [P:3159, C:61, T:3220])
Q: 실내화 주머니 어디 있나요? -> Keyword: 실내화주머니 (Latency: 0.989s, Tokens: [P:3158, C:34, T:3192])
Q: 붙이는 핫팩 어디 있어요? -> Keyword: 붙이는 핫팩 (Latency: 1.435s, Tokens: [P:3158, C:56, T:3214])
Q: 방충망 보수 테이프 어디 있죠? -> Keyword: 방충망 보수 테이프 (Latency: 1.594s, Tokens: [P:3161, C:61, T:3222])
Q: 욕실 청소용 솔 어디 있어요? -> Keyword: 청소솔 (Latency: 1.549s, Tokens: [P:3159, C:53, T:3212])
Q: 자석 화이트보드 어디 있나요? -> Keyword: 자석화이트보드 (Latency: 1.741s, Tokens: [P:3159, C:61, T:3220])
Q: 렌즈 세척액 어디 있어요? -> Keyword: 렌즈세척액 (Latency: 1.573s, Tokens: [P:3158, C:74, T:3232])
Q: 바느질 세트 어디 있나요? -> Keyword: 바느질완구 (Latency: 1.517s, Tokens: [P:3158, C:57, T:3215])
Q: 자동차 흠집 제거제 어디 있어요? -> Keyword: 자동차 흠집 제거제 (Latency: 1.208s, Tokens: [P:3160, C:39, T:3199])
