Q: 집에서 쓰는 건데 뭐 하나 없을까요? -> Keyword: 생활용품 (Latency: 0.897s, Tokens: [P:118, C:4, T:122])
Q: 팔굽혀펴기 하는 기구 어디 있나요? -> Keyword: 팔굽혀펴기 기구 (Latency: 0.661s, Tokens: [P:120, C:8, T:128])
Q: 창문 닦는 밀대 어디 있어요? -> Keyword: 창문 닦는 밀대 (Latency: 0.580s, Tokens: [P:118, C:8, T:126])
Q: 안경 닦는 천 어디 있나요? -> Keyword: 안경 닦는 천 (Latency: 0.675s, Tokens: [P:118, C:7, T:125])
Q: 어항 꾸미는 돌 어디 있어요? -> Keyword: 어항돌 (Latency: 0.606s, Tokens: [P:117, C:4, T:121])
Q: 다이어리 꾸미는 스티커 어디 있죠? -> Keyword: 스티커 (Latency: 0.680s, Tokens: [P:120, C:3, T:123])
Q: 문 쾅 안 닫히게 하는 스토퍼 어디 있어요? -> Keyword: 문 스토퍼 (Latency: 0.714s, Tokens: [P:123, C:5, T:128])
Q: 에어컨 세정제 어디 있나요? -> Keyword: 에어컨 세정제 (Latency: 0.634s, Tokens: [P:118, C:7, T:125])
Q: 철 수세미 어디 있어요? -> Keyword: 철 수세미 (Latency: 0.795s, Tokens: [P:115, C:5, T:120])
Q: 머리끈 검정색 어디 있나요? -> Keyword: 머리끈 (Latency: 0.683s, Tokens: [P:118, C:4, T:122])
Q: 기름종이 어디 있어요? -> Keyword: 기름종이 (Latency: 0.577s, Tokens: [P:115, C:5, T:120])
Q: 발뒤꿈치 미는 거 어디 있죠? -> Keyword: 발뒤꿈치 미는 거 (Latency: 0.576s, Tokens: [P:118, C:8, T:126])
Q: 상토나 배양토 어디 있어요? -> Keyword: 상토 (Latency: 0.571s, Tokens: [P:117, C:3, T:120])
Q: 에어프라이어용 종이 호일 어디 있나요? -> Keyword: 종이 호일 (Latency: 0.683s, Tokens: [P:122, C:5, T:127])
Q: 와인 오프너 어디 있어요? -> Keyword: 와인 오프너 (Latency: 0.665s, Tokens: [P:116, C:6, T:122])
Q: 싱크대 배수구 거름망 어디 있죠? -> Keyword: 싱크대 배수구 거름망 (Latency: 0.713s, Tokens: [P:120, C:10, T:130])
Q: 캠핑용 조명 어디 있어요? -> Keyword: 캠핑용 조명 (Latency: 0.671s, Tokens: [P:116, C:6, T:122])
Q: 실내화 주머니 어디 있나요? -> Keyword: 실내화 주머니 (Latency: 0.700s, Tokens: [P:117, C:6, T:123])
Q: 붙이는 핫팩 어디 있어요? -> Keyword: 핫팩 (Latency: 0.828s, Tokens: [P:116, C:3, T:119])
Q: 방충망 보수 테이프 어디 있죠? -> Keyword: 방충망 보수 테이프 (Latency: 0.731s, Tokens: [P:119, C:9, T:128])
Q: 욕실 청소용 솔 어디 있어요? -> Keyword: 욕실 청소용 솔 (Latency: 0.743s, Tokens: [P:117, C:7, T:124])
Q: 자석 화이트보드 어디 있나요? -> Keyword: 자석 화이트보드 (Latency: 0.823s, Tokens: [P:118, C:7, T:125])
Q: 렌즈 세척액 어디 있어요? -> Keyword: 렌즈 세척액 (Latency: 0.821s, Tokens: [P:116, C:6, T:122])
Q: 바느질 세트 어디 있나요? -> Keyword: 바느질 세트 (Latency: 0.796s, Tokens: [P:117, C:6, T:123])
Q: 자동차 흠집 제거제 어디 있어요? -> Keyword: 자동차 흠집 제거제 (Latency: 0.679s, Tokens: [P:117, C:7, T:124])
