Status,Question,Intention,Keyword,Note
MISMATCH,냉장고 문 열 때 병 안 넘어지게 하는 거 있어요?,냉장고 병 고정 클립 구매,병 받침대,"MISMATCH | The extracted keyword ""병 받침대"" (bottle holder) does not directly match the target intention of purchasing a ""냉장고 병 고정 클립"" (refrigerator bottle holder clip). While both terms relate to holding bottles, a clip specifically designed for securing bottles in a refrigerator is more aligned with the user's intention than a general bottle holder."
MATCH,여행 갈 때 귀 안 아프게 막는 거 있어요?,귀마개 구매,귀마개,"MATCH | The extracted keyword ""귀마개"" directly corresponds to the user's intention of purchasing earplugs to prevent ear pain while traveling."
MATCH,집에서 물컵 쏟아도 흡수 잘 되는 매트 있어요?,흡수 매트 구매,매트,"MATCH | The extracted keyword ""매트"" is relevant as it directly relates to the user's intention of finding an absorbent mat for purchase."
MISMATCH,차 안에서 햇빛 때문에 대시보드 뜨거워지는 거 막는 거 있어요?,대시보드 햇빛 가리개 구매,대시보드 쿨러,"MISMATCH | The extracted keyword ""대시보드 쿨러"" refers to a cooling device for the dashboard, which is not the same as a sunshade or cover that blocks sunlight. The user's intention is to find a product that prevents the dashboard from heating up due to sunlight, which is more aligned with a sunshade or cover rather than a cooling device."
MISMATCH,아이가 혼자 양치할 때 컵 엎지르지 않게 하는 거 있어요?,미끄럼 방지 양치컵 구매,컵,"MISMATCH | The extracted keyword ""컵"" is too general and does not specifically indicate a non-slip or anti-slip toothbrush cup, which is the product described in the target intention. The intention is focused on purchasing a specific type of cup, so a more specific keyword would be needed to match the user's intent."
MATCH,여름에 모기 들어올 때 문에 붙이는 거 있어요?,현관용 방충망 구매,모기장,"MATCH | ""모기장"" refers to a mosquito net, which is a type of product that can be used to prevent mosquitoes from entering through doors, aligning well with the intention of purchasing a screen for the entrance."
MATCH,집에서 신발 정리 쉽게 하는 거 있어요?,신발 정리대 구매,신발 정리함,"MATCH | The extracted keyword ""신발 정리함"" refers to a shoe organizer, which aligns well with the target intention of purchasing a shoe rack (""신발 정리대""). Both terms relate to organizing shoes at home, making the keyword relevant for fulfilling the user's intention."
MISMATCH,여행 갈 때 슬리퍼 따로 담는 주머니 있어요?,슬리퍼 파우치 구매,주머니,"MISMATCH | The extracted keyword ""주머니"" (pouch) is too general and does not specifically indicate a product related to ""슬리퍼 파우치"" (slipper pouch). The user intention is focused on purchasing a specific type of pouch for slippers, and ""주머니"" does not convey that specificity."
MATCH,아이들 물감 흘려도 안 새는 앞치마 있어요?,유아용 미술 앞치마 구매,앞치마,"MATCH | The extracted keyword ""앞치마"" (apron) is relevant as it directly relates to the user's intention of purchasing a children's art apron that prevents paint from leaking."
MATCH,집에서 전선 발에 안 걸리게 정리하는 거 있어요?,전선 정리 덕트 / 케이블 몰딩 구매,전선 정리기,"MATCH | The extracted keyword ""전선 정리기"" (cable organizer) is relevant to the user's intention of purchasing a product for organizing cables, as it directly relates to the concept of managing and tidying up cables at home."
MATCH,여름에 땀 닦을 때 들고 다니는 작은 수건 있어요?,미니 타월 구매,수건,"MATCH | The extracted keyword ""수건"" (towel) is relevant as it directly relates to the user's intention of purchasing a ""미니 타월"" (mini towel), which is a specific type of towel."
MATCH,차 안에서 핸드폰 눈높이에 맞춰 세우는 거 있어요?,차량용 대시보드 거치대 구매,핸드폰 거치대,"MATCH | The extracted keyword ""핸드폰 거치대"" (phone holder) is relevant as it refers to a device used to hold a phone, which aligns with the user's intention of purchasing a ""차량용 대시보드 거치대"" (car dashboard holder). Both terms relate to a product that secures a phone in a vehicle, thus fulfilling the user's search intent."
MATCH,아이들 장난감 소리 줄이는 바닥 매트 있어요?,소음 방지 매트 / 놀이 매트 구매,바닥 매트,"MATCH | The extracted keyword ""바닥 매트"" (floor mat) is relevant as it relates to the user's intention of finding a noise-reducing mat for children, which can be categorized under ""소음 방지 매트"" (noise prevention mat) or ""놀이 매트"" (play mat)."
MATCH,여행 갈 때 눈 가리는 거 있어요?,수면안대 구매,안대,"MATCH | The extracted keyword ""안대"" (which translates to ""eye mask"" or ""sleep mask"") is relevant to the target intention of purchasing a ""수면안대"" (sleep mask). It directly relates to the product the user is looking for when traveling."
MATCH,그... 소파 다리에 끼워서 층간소음 안 나게 하는 거 있잖아요. 그거 어디 있어요?,"가구 이동 소음 방지 및 바닥 보호 (체어슈즈, 가구패드)",소파 다리 소음 방지기,"MATCH | The extracted keyword ""소파 다리 소음 방지기"" directly relates to the user's intention of finding a product that prevents noise from furniture movement, specifically for a sofa. It captures the essence of the intended product, which is aimed at reducing noise and protecting the floor."
MATCH,해외여행 갈 때 돼지코 전압 변환기 어디서 찾아요?,"국가별 플러그 규격 변환 (여행용 멀티어댑터, 변환 젠더)",돼지코 전압 변환기,"MATCH | The extracted keyword ""돼지코 전압 변환기"" refers to a specific type of voltage converter that is commonly used for international travel, which aligns with the user's intention to find a travel adapter or plug converter for different countries."
MISMATCH,빨래 널 때 쓰는 집게 달린 동그란 거 어디 있나요?,소형 세탁물 집합 건조 (원형/사각 집게 건조대),집게,"MISMATCH | The extracted keyword ""집게"" (clip) is too vague and does not specifically refer to the product described in the intention, which is a drying rack with clips for small laundry items. The intention requires a more specific term related to the drying rack itself, not just the clip."
MATCH,싱크대 물 막아주는 거... 그 고무로 된 거 어디 있죠?,배수구 폐쇄 및 악취 차단 (싱크대 배수구 마개/덮개),싱크대 고무막이,"MATCH | The extracted keyword ""싱크대 고무막이"" refers to a rubber cover for the sink, which aligns with the user's intention of finding a product that blocks the sink drain and prevents odors. It captures the essence of the target intention effectively."
MATCH,차 앞유리에 붙여서 전화번호 써놓는 판 어디 있어요?,주차 시 연락처 노출 (차량용 주차 번호판),전화번호판,"MATCH | The extracted keyword ""전화번호판"" (phone number plate) is relevant as it directly relates to the intention of displaying a contact number for parking purposes, which aligns with the concept of a vehicle parking number plate."
MISMATCH,벽에 못 안 박고 액자 걸 수 있는 찰흙 같은 거 어디 있나요?,"벽면 손상 없는 부착 (조각 접착제, 블루택류)",찰흙,"MISMATCH | The extracted keyword ""찰흙"" (clay) does not directly relate to the intention of finding a product that allows for wall attachment without damage, such as adhesive putty or similar products. The intention is focused on non-damaging wall adhesives, while ""찰흙"" refers to a material that is not typically used for this purpose."
MATCH,노트북 열기 식혀주는 거... 밑에 받치는 거 어디 있어요?,"기기 과열 방지 및 각도 조절 (노트북 쿨링패드, 거치대)",받침대,"MATCH | The extracted keyword ""받침대"" (which translates to ""stand"" or ""support"") is relevant as it relates to the user's inquiry about a device to help cool down a laptop and adjust its angle. This aligns with the target intention of finding a cooling pad or stand for the laptop."
MISMATCH,화장실 타일 사이에 바르는 하얀색 그거 어디 있죠?,타일 틈새 보수 및 곰팡이 가림 (타일 줄눈 보수제),실리콘,"MISMATCH | The extracted keyword ""실리콘"" (silicone) does not specifically refer to the product intended for filling tile gaps and preventing mold, which is more accurately described as ""타일 줄눈 보수제"" (tile joint repair agent). While silicone can be used in some applications, it does not directly match the user's request for a specific product related to tile maintenance."
MATCH,물병 씻을 때 쓰는 길쭉한 솔 어디 있어요?,"깊은 용기 내부 세척 (병 세척솔, 텀블러 솔)",솔,"MATCH | The keyword ""솔"" (which means ""brush"" in Korean) is relevant as it refers to the type of tool used for cleaning, which aligns with the user's intention of finding a specific type of cleaning brush for deep containers like bottles or tumblers."
MISMATCH,캠핑 가서 고기 구울 때 쓰는 그물망 어디 있나요?,"야외 조리용 석쇠 (석쇠, 바비큐 망)",그물망,"MISMATCH | The extracted keyword ""그물망"" refers to a net, which is not the same as ""야외 조리용 석쇠"" (grill or barbecue rack). The user's intention is specifically looking for a grilling tool, and ""그물망"" does not accurately represent that product."
MISMATCH,신발 뒤축 까졌을 때 붙이는 스티커 어디 있어요?,신발 사이즈 조절 및 마찰 방지 (뒤꿈치 보호 패드),스티커,"MISMATCH | The extracted keyword ""스티커"" (sticker) does not directly relate to the intention of finding a product for adjusting shoe size and preventing friction, specifically a heel protector pad. The intention is focused on a specific type of product, while ""스티커"" is too general and does not capture the essence of the desired item."
MATCH,옷에 뭐 묻었을 때 슥슥 문지르면 지워지는 펜 같은 거 어디 있죠?,즉석 오염 제거 (휴대용 얼룩 제거제/펜),펜,"MATCH | The keyword ""펜"" is relevant as it refers to a type of product (stain removal pen) that aligns with the user's intention of finding a portable stain remover."
MISMATCH,"이거 바구니 이름은 모르겠는데, 칸막이 나눠진 거 더 없나요?","세분화된 수납 정리 (칸막이 정리함, 서랍 정리 트레이)",바구니,"MISMATCH | The extracted keyword ""바구니"" (basket) does not specifically address the user's intention for ""세분화된 수납 정리"" (detailed storage organization) which includes items like ""칸막이 정리함"" (partitioned storage box) and ""서랍 정리 트레이"" (drawer organizer tray). The keyword is too general and does not capture the specific need for partitioned or organized storage solutions."
MATCH,자전거 체인에 치는 기름 어디 있어요?,"기계 마찰 감소 및 관리 (다용도 윤활제, WD-40류)",체인 기름,"MATCH | The extracted keyword ""체인 기름"" (chain oil) is relevant to the user's intention of finding a lubricant for reducing friction and maintenance, as it directly relates to the type of product (multi-purpose lubricant, WD-40 type) that the user is looking for."
MISSING,스마트폰 뒤에 붙어서 손가락 끼우는 거 어디 있나요?,"기기 추락 방지 및 거치 (스마트톡, 핑거링)",,
MATCH,이사할 때 그릇 싸는 뽁뽁이 어디서 찾아요?,"파손 방지 완충 (에어캡, 완충재)",뽁뽁이,"MATCH | The extracted keyword ""뽁뽁이"" refers to bubble wrap, which is a type of cushioning material used for protecting fragile items during moving. This aligns well with the target intention of ""파손 방지 완충 (에어캡, 완충재)"" as it directly relates to preventing damage during relocation."
MATCH,운동화 끈 안 풀리게 고정하는 거 어디 있죠?,"신발끈 풀림 방지 (신발끈 고정 클립, 실리콘 신발끈)",운동화 끈 고정기,"MATCH | The extracted keyword ""운동화 끈 고정기"" (sneaker lace fixer) is relevant and aligns well with the target intention of preventing shoelaces from coming undone. It suggests a product that serves the purpose of securing shoelaces, which matches the user's inquiry about where to find a solution for keeping shoelaces tied."
MATCH,욕실 거울 김 안 서리게 하는 거 어디 있어요?,습기 방지 및 시야 확보 (김서림 방지제/코팅제),김 서림 방지 욕실 거울,"MATCH | The extracted keyword ""김 서림 방지 욕실 거울"" directly relates to the user's intention of finding a product that prevents fogging in bathroom mirrors, which aligns with the target intention of ""습기 방지 및 시야 확보 (김서림 방지제/코팅제)."""
MATCH,그... 찍찍이인데 전선 묶는 용도로 쓰는 거 어디 있나요?,"케이블 정리 (벨크로 타이, 전선 정리 밴드)",찍찍이,"MATCH | The extracted keyword ""찍찍이"" refers to a type of Velcro, which is commonly used for cable management and tying wires together. This aligns well with the target intention of ""케이블 정리 (벨크로 타이, 전선 정리 밴드)"" as it directly relates to the product being sought for organizing cables."
MATCH,아이들 서랍 못 열게 잠그는 거 어디 있어요?,유아 안전사고 예방 (다용도 잠금장치),서랍 잠금장치,"MATCH | The extracted keyword ""서랍 잠금장치"" (drawer locking device) is relevant to the target intention of preventing accidents for children by using a multi-purpose locking device. It directly addresses the user's inquiry about locking drawers to keep children safe, aligning well with the intention of child safety measures."
MATCH,베란다 창문 틈새 막는 스펀지 어디 있죠?,"외풍 차단 및 방음 (문틈막이 테이프, 모헤어)",스펀지,"MATCH | The keyword ""스펀지"" (sponge) is relevant as it relates to materials used for sealing gaps, which aligns with the intention of blocking drafts and sound. While it may not directly mention the specific products like ""문틈막이 테이프"" (door gap tape) or ""모헤어"" (mohair), it is a type of material that can be used for similar purposes."
MATCH,와인 마시고 남은 거 막아두는 마개 어디 있어요?,음료 산패 방지 밀봉 (와인 스토퍼),마개,"MATCH | The extracted keyword ""마개"" (which means ""stopper"" or ""cork"" in Korean) is relevant to the user's intention of finding a product that prevents wine from spoiling, specifically a wine stopper. It aligns well with the target intention of ""음료 산패 방지 밀봉 (와인 스토퍼)"" as it directly refers to the item needed to seal the wine."
MATCH,노트북 청소할 때 칙칙 뿌리는 바람 어디 있나요?,비접촉 먼지 제거 (먼지 제거 스프레이/에어스프레이),에어 스프레이,"MATCH | The extracted keyword ""에어 스프레이"" is relevant as it directly relates to the intention of finding a product for non-contact dust removal, specifically a dust removal spray or air spray."
MATCH,강아지 털 옷에서 떼는 돌돌이 리필 어디 있어요?,의류 먼지/털 제거 소모품 (테이프 크리너 리필),리필,"MATCH | The keyword ""리필"" (refill) is relevant as it directly relates to the intention of finding a refill for a lint roller or tape cleaner, which is a consumable product used for removing dust and hair from clothing."
MATCH,다리 부었을 때 붙이는 시원한 패치 어디 있죠?,"다리 피로 회복 및 쿨링 (휴식 패치, 쿨링 시트)",패치,"MATCH | The extracted keyword ""패치"" (patch) is relevant as it relates to the user's inquiry about a cooling patch for leg fatigue recovery, aligning with the target intention of finding a product for leg relaxation and cooling."
MATCH,냉장고 안에 냄새 잡아주는 거 어디 있어요?,"냉장고 탈취 (냉장고 탈취제, 탈취용 숯)",탈취제,"MATCH | The extracted keyword ""탈취제"" (deodorizer) is relevant and aligns well with the target intention of finding a product to eliminate odors in the refrigerator, as it directly refers to a type of product used for deodorizing."
MISMATCH,옷걸이에서 옷 안 흘러내리게 하는 거 어디 있나요?,의류 고정 (논슬립 옷걸이 커버/스티커),옷걸이,"MISMATCH | The extracted keyword ""옷걸이"" (clothes hanger) is too broad and does not specifically address the user's intention of finding a product that prevents clothes from slipping off, such as a non-slip cover or sticker. The intention requires more specific terms related to the non-slip feature."
MATCH,콘센트 구멍 아기들이 못 건드리게 막는 거 어디 있어요?,감전 사고 예방 (콘센트 안전 커버),콘센트 커버,"MATCH | The extracted keyword ""콘센트 커버"" is relevant as it refers to a product that covers electrical outlets, which aligns with the intention of preventing electric shock accidents (감전 사고 예방) by keeping babies away from the outlet holes."
MATCH,가죽 가방 닦는 크림 어디 있죠?,가죽 관리 및 오염 제거 (가죽 클리너/에센스),가죽 크림,"MATCH | The extracted keyword ""가죽 크림"" is relevant as it refers to a product used for cleaning and maintaining leather, which aligns with the target intention of ""가죽 관리 및 오염 제거 (가죽 클리너/에센스)."""
MATCH,잠잘 때 귀에 꽂는 소음방지용 그거 어디 있어요?,"청력 보호 및 숙면 (귀마개, 이어플러그)",귀마개,"MATCH | The extracted keyword ""귀마개"" (earplugs) directly relates to the user's intention of finding a product for hearing protection and better sleep, as it is a common term for noise-canceling ear devices."
MATCH,바지 허리 클 때 줄이는 핀 어디 있나요?,"의류 사이즈 수선 (요술단추, 허리 조절 핀)",핀,"MATCH | The keyword ""핀"" (pin) is relevant as it relates to the adjustment mechanism for clothing sizes, specifically for waist adjustments, which aligns with the user's intention of finding a product for altering clothing sizes."
MATCH,우산 끝에 씌우는 커버 어디 있어요?,우산 빗물 낙수 방지 (우산 빗물받이/커버),우산 커버,"MATCH | The extracted keyword ""우산 커버"" is relevant as it directly relates to the user's intention of finding a cover for an umbrella that prevents rainwater from dripping. It captures the essence of the product described in the target intention."
MATCH,욕실 바닥 안 미끄럽게 붙이는 거 어디 있죠?,낙상 사고 예방 (미끄럼 방지 스티커/매트),미끄럼 방지 매트,"MATCH | The extracted keyword ""미끄럼 방지 매트"" directly relates to the target intention of preventing falls in the bathroom, as it refers to a non-slip mat that can be used on the bathroom floor to enhance safety and prevent slipping."
MATCH,컴퓨터 뒤에 선들 안 보이게 넣어두는 통 어디 있어요?,전선 및 멀티탭 은닉 정리 (멀티탭 정리함/케이블 박스),선 정리함,"MATCH | The extracted keyword ""선 정리함"" (cable organizer) is relevant to the target intention of hiding and organizing cables and power strips, as it encompasses the concept of managing and concealing cables, which aligns with the user's request."
MISMATCH,스테인리스 냄비 탄 거 닦는 가루 어디 있나요?,"금속 용기 찌든 때 제거 (과탄산소다, 다목적 세정제)",세제,"MISMATCH | The extracted keyword ""세제"" (detergent) is too general and does not specifically address the user's intention of finding a product for removing stubborn stains from metal containers, such as ""과탄산소다"" (sodium percarbonate) or ""다목적 세정제"" (multi-purpose cleaner). The intention is more specific about the type of cleaning product needed."
MATCH,차 안에서 핸드폰 자석으로 붙이는 거 어디 있어요?,운전 중 기기 고정 (차량용 자석 거치대),핸드폰 자석,"MATCH | The extracted keyword ""핸드폰 자석"" is relevant as it refers to a magnetic holder for a phone, which aligns with the user's intention of finding a device to secure their phone while driving."
MATCH,발가락 사이 끼우는 거... 매니큐어 바를 때 쓰는 거 어디 있죠?,페디큐어 편의 도구 (토우 세퍼레이터),발가락 사이 끼우는 거,"MATCH | The extracted keyword ""발가락 사이 끼우는 거"" directly describes the function of a toe separator, which is used to keep the toes apart while applying nail polish, aligning well with the target intention of finding a pedicure convenience tool."
MISMATCH,커튼 달 때 구멍 없는 벽에 고정하는 거 어디 있어요?,"못 없이 커튼 설치 (압축봉, 안뚫어고리)",커튼 고정기,"MISMATCH | The extracted keyword ""커튼 고정기"" (curtain holder) does not specifically address the user's intention of installing curtains without drilling holes, which includes products like compression rods or non-drilling hooks. The keyword is too general and does not capture the specific need for a solution that avoids making holes in the wall."
MATCH,배수구에 머리카락 안 들어가게 하는 스티커 어디 있나요?,하수구 막힘 방지 (거름망 스티커),배수구 스티커,"MATCH | The extracted keyword ""배수구 스티커"" is relevant as it refers to a sticker for drains, which aligns with the user's intention of preventing hair from entering the drain. It captures the essence of the product described in the target intention, which is a type of filter sticker for drains."
MATCH,옷장에 걸어두는 습기 제거하는 거 어디 있어요?,곰팡이 방지 및 제습 (걸이형 제습제),습기 제거제,"MATCH | The extracted keyword ""습기 제거제"" (moisture remover) is relevant and aligns well with the target intention of preventing mold and dehumidifying, as it refers to a product that serves the purpose of removing moisture, which is essential for mold prevention."
MATCH,물감 짤 때 쓰는 판 어디 있죠?,미술 도구 (팔레트),팔레트,"MATCH | The extracted keyword ""팔레트"" directly corresponds to the user's intention of finding a ""미술 도구 (팔레트)"" which refers to a palette used for mixing paint. This keyword effectively helps locate the product described in the intention."
MATCH,낚시 갈 때 쓰는 작은 의자 어디 있어요?,휴대용 좌석 (접이식 의자),의자,"MATCH | The keyword ""의자"" (chair) is relevant as it is a general term that encompasses the type of chair the user is looking for, which is a portable or folding chair for fishing. While it is not as specific as ""휴대용 좌석 (접이식 의자),"" it still aligns with the user's intention to find a chair suitable for fishing."
MATCH,등 긁는 효자손 어디 있나요?,신체 가려움 해소 (효자손),효자손,"MATCH | The extracted keyword ""효자손"" directly relates to the user's intention of finding a product that helps relieve body itching, as 효자손 is a tool specifically designed for scratching and alleviating itchiness."
MATCH,기름 요리할 때 얼굴에 안 튀게 막는 거 어디 있어요?,조리 중 화상 방지 (안면 보호 페이스 쉴드),기름 방지막,"MATCH | The extracted keyword ""기름 방지막"" (oil splash guard) is relevant to the user's intention of preventing splashes while cooking with oil, which aligns with the concept of face protection during cooking."
MATCH,입술 트지 말라고 바르는 거 어디 있죠?,"입술 보습 (립밤, 립케어)",립밤,"MATCH | The extracted keyword ""립밤"" (lip balm) directly relates to the target intention of ""입술 보습"" (lip moisturizing), as lip balm is a common product used for lip care and hydration."
MATCH,종이 자를 때 밑에 깔는 초록색 판 어디 있어요?,책상 보호 및 절단 보조 (커팅 매트),커팅 매트,"MATCH | The extracted keyword ""커팅 매트"" directly corresponds to the user's intention of finding a protective cutting mat for use when cutting paper, which aligns perfectly with the description of ""책상 보호 및 절단 보조."""
MATCH,화분 물 빠지는 구멍 막는 망 어디 있나요?,흙 유실 방지 (화분 깔망),망,"MATCH | The keyword ""망"" is relevant as it refers to a mesh or net that can be used to prevent soil loss in pots, aligning with the target intention of finding a product that serves this purpose."
MATCH,차 문 열 때 벽에 안 부딪히게 붙이는 거 어디 있어요?,"문콕 방지 (도어 가드, 스펀지 패드)",방지패드,"MATCH | The extracted keyword ""방지패드"" is relevant as it refers to a type of pad that prevents damage, which aligns with the user's intention of finding a product that prevents the car door from hitting the wall (문콕 방지)."
MISMATCH,손톱 깎고 옆에 다듬는 거 어디 있죠?,"손톱 표면 정리 (네일 파일, 네일 버퍼)",손톱깎이,"MISMATCH | The extracted keyword ""손톱깎이"" (nail clipper) does not match the target intention of ""손톱 표면 정리 (네일 파일, 네일 버퍼)"" (nail surface finishing with nail file or buffer). The intention is specifically about products for smoothing and finishing the nail surface, while the extracted keyword refers to a tool for cutting nails, which does not fulfill the user's request."
MATCH,그... 과자 먹고 남은 거 집어놓는 집게 어디 있어요?,"식품 신선도 유지 밀봉 (봉지 집게, 밀봉 클립)",집게,"MATCH | The extracted keyword ""집게"" (which means ""clip"" or ""tongs"") is relevant to the target intention of maintaining food freshness and sealing, as it refers to a tool used for sealing bags or holding food items. It aligns well with the user's inquiry about where to find a clip for leftover snacks."
MATCH,집 안에서 운동할 때 바닥에 까는 두꺼운 매트 어디 있나요?,"층간소음 방지 및 충격 완화 (홈트레이닝 매트, 요가 매트)",매트,"MATCH | The extracted keyword ""매트"" (mat) is relevant as it directly relates to the user's intention of finding a thick mat for home workouts that provides sound insulation and shock absorption, which aligns with the description of a home training mat or yoga mat."
MISMATCH,신발 앞코 뾰족한 거 발 안 아프게 넣는 거 어디 있어요?,"신발 착용감 개선 (앞코 쿠션, 토 패드)",신발 앞코 뾰족한 거,"MISMATCH | The extracted keyword ""신발 앞코 뾰족한 거"" focuses on the shape of the shoe (pointed toe) rather than the specific need for improving comfort (like cushioning or toe pads) as indicated in the target intention. It does not directly address the user's intention to find products that enhance the wearing comfort of shoes."
MATCH,창문 잠그는 장치... 애들이 못 열게 하는 거 어디 있죠?,"창문 추락 방지 안전장치 (창문 잠금장치, 윈도우 락)",창문 잠금장치,"MATCH | The extracted keyword ""창문 잠금장치"" directly relates to the user's intention of finding a device that prevents children from opening windows, which aligns with the concept of a window locking device for safety."
MATCH,가구 모서리에 부딪혀도 안 아프게 붙이는 거 어디 있어요?,충격 완화 안전 소품 (모서리 보호대),코너 보호대,"MATCH | The extracted keyword ""코너 보호대"" (corner protector) is relevant and aligns well with the target intention of ""충격 완화 안전 소품 (모서리 보호대)"" (shock-absorbing safety item for corners). Both terms refer to products designed to protect against impacts at furniture corners, fulfilling the user's request for a product that minimizes pain from bumping into furniture edges."
MISMATCH,비 올 때 가방 안 젖게 씌우는 거 어디 있나요?,가방 방수 (백팩 레인커버),우산 커버,"MISMATCH | The extracted keyword ""우산 커버"" refers to an umbrella cover, which does not match the target intention of finding a waterproof cover for a bag (specifically a backpack rain cover). The intention is focused on protecting a bag from rain, while the extracted keyword pertains to a different product."
MATCH,주방 싱크대 선반 높이 조절하는 거 어디 있어요?,주방 수납 공간 효율화 (조절식 싱크대 선반),선반,"MATCH | The extracted keyword ""선반"" (shelf) is relevant to the user's intention of finding an adjustable kitchen sink shelf, as it directly relates to the product being sought for efficient kitchen storage."
MATCH,그... 쇠로 된 건데 문 뒤에 걸어서 옷 거는 거 어디 있죠?,벽 타공 없는 수납 (도어 행거),옷걸이,"MATCH | The extracted keyword ""옷걸이"" (clothes hanger) is relevant to the user's intention of finding a product for hanging clothes on a door without wall drilling, as it describes a similar function."
MISMATCH,세면대 뚫는 액체 말고 긴 막대기 같은 거 어디 있어요?,"물리적 배수구 이물질 제거 (배수관 클리너 솔, 집게)",막대기,"MISMATCH | The extracted keyword ""막대기"" (stick) does not specifically relate to the intention of finding a product for physical drain cleaning or removal of foreign substances from the drain. The intention suggests looking for a drain cleaner or a tool like a claw, which is not captured by the term ""막대기."""
MATCH,옷에 이름표 붙일 때 쓰는 테이프 어디 있나요?,의류 소유주 표시 (의류용 네임스티커/테이프),이름표 테이프,"MATCH | The extracted keyword ""이름표 테이프"" directly relates to the user's intention of finding tape used for attaching name tags to clothing, which aligns with the description of ""의류 소유주 표시 (의류용 네임스티커/테이프)."""
MATCH,자동차 바퀴 휠 닦는 거 어디 있어요?,"차량 휠 세척 (휠 클리너, 세차 솔)",휠,"MATCH | The extracted keyword ""휠"" is relevant as it directly relates to the target intention of ""차량 휠 세척,"" which involves cleaning vehicle wheels. While it is a broader term, it still aligns with the user's intent to find products related to wheel cleaning."
MISMATCH,벽지에 낙서한 거 지우는 거 어디 있죠?,"오염 제거용 청소 도구 (매직 블록, 낙서 제거제)",지우개,"MISMATCH | The extracted keyword ""지우개"" (eraser) is too general and does not specifically refer to the cleaning tools intended for removing stains or graffiti from wallpaper, such as ""매직 블록"" (magic block) or ""낙서 제거제"" (graffiti remover). The target intention is looking for specific cleaning products, not just any eraser."
MATCH,다이어리에 구멍 뚫는 기계 어디 있어요?,"문서 결속 보조 (펀치, 타공기)",다이어리 구멍 뚫는 기계,"MATCH | The extracted keyword ""다이어리 구멍 뚫는 기계"" directly describes a machine that punches holes in diaries, which aligns well with the target intention of finding a document binding aid (punch, perforator)."
MATCH,아이들 연필 잡는 법 교정해주는 거 어디 있나요?,바른 글쓰기 습관 보조 (연필 교정 홀더),연필 잡는 법 교정기,"MATCH | The extracted keyword ""연필 잡는 법 교정기"" is relevant as it refers to a device or tool that helps correct the way children hold pencils, which aligns with the target intention of supporting proper writing habits through a pencil correction holder."
MATCH,빨래 건조대 발에 끼우는 거 어디 있어요?,바닥 긁힘 및 미끄럼 방지 (건조대 캡/패드),건조대,"MATCH | The extracted keyword ""건조대"" (drying rack) is relevant to the user's question about where to find a product that prevents scratching and slipping for the drying rack. It aligns with the target intention of finding caps or pads for the drying rack."
MATCH,그... 유리창 닦을 때 쓰는 고무 달린 밀대 어디 있죠?,물기 제거 (유리창 스퀴지),밀대,"MATCH | The extracted keyword ""밀대"" (which translates to ""mop"" or ""squeegee"") is relevant as it refers to the tool used for cleaning windows, aligning with the user's intention of finding a ""유리창 스퀴지"" (window squeegee) for water removal."
MATCH,욕실 실리콘 곰팡이 지우는 젤 어디 있어요?,욕실 위생 관리 (곰팡이 제거 젤),젤,"MATCH | The keyword ""젤"" is relevant as it directly refers to the type of product (gel) that the user is looking for to remove mold in the bathroom, aligning with the target intention of ""욕실 위생 관리 (곰팡이 제거 젤)."""
MATCH,여권 끼우는 커버 어디 있나요?,여권 보호 및 수납 (여권 케이스),여권 커버,"MATCH | The extracted keyword ""여권 커버"" directly relates to the target intention of ""여권 보호 및 수납 (여권 케이스)"" as it refers to a cover for a passport, which serves the purpose of protecting and storing the passport."
MATCH,자전거 바람 넣는 기계 어디 있어요?,공기 주입 도구 (자전거 펌프),펌프,"MATCH | The extracted keyword ""펌프"" (pump) is relevant and helps find the product described in the intention, which is an air injection tool for bicycles. It directly relates to the user's inquiry about where to find a bicycle pump."
MATCH,캠핑 가서 설거지한 거 말리는 망 어디 있죠?,야외 식기 건조 (캠핑용 식기 건조망),망,"MATCH | The extracted keyword ""망"" is relevant as it refers to a type of net or drying rack, which aligns with the user's intention of finding an outdoor dish drying solution for camping."
MATCH,손목 아플 때 쓰는 보호대 어디 있어요?,관절 지지 및 통증 완화 (손목 보호대),보호대,"MATCH | The extracted keyword ""보호대"" (which means ""brace"" or ""support"") is relevant to the user's intention of finding a wrist support for joint support and pain relief. It directly relates to the product described in the intention, making it a suitable search term."
MATCH,반지 너무 클 때 안쪽에 끼우는 거 어디 있나요?,반지 사이즈 조절 (반지 사이즈 조절기/가드),링 사이즈 조정기,"MATCH | The extracted keyword ""링 사이즈 조정기"" is relevant as it refers to a ring size adjustment tool, which aligns with the user's intention of finding a solution for adjusting ring size."
MATCH,냉장고에 붙이는 타이머 어디 있어요?,조리 시간 알림 (자석 주방 타이머),타이머,"MATCH | The extracted keyword ""타이머"" (timer) is relevant and helps find the product described in the intention, which is a cooking time reminder (magnetic kitchen timer) that can be attached to a refrigerator."
MISMATCH,구두 신을 때 뒤에 대는 긴 거 어디 있죠?,신발 착용 보조 (구두주걱),힐컵,"MISMATCH | The extracted keyword ""힐컵"" refers to a heel cup, which is not the same as a shoehorn (구두주걱) that assists in putting on shoes. The user's intention is specifically about a shoehorn for wearing shoes, making the extracted keyword irrelevant."
