Q: 집에서 쓰는 건데 뭐 하나 없을까요? -> Keyword: 가정용품 (Latency: 2.042s, Tokens: [P:131, C:4, T:135])
Q: 다이어리 꾸미는 스티커 어디 있죠? -> Keyword: 스티커 (Latency: 0.501s, Tokens: [P:132, C:3, T:135])
Q: 문 쾅 안 닫히게 하는 스토퍼 어디 있어요? -> Keyword: 스토퍼 (Latency: 0.551s, Tokens: [P:136, C:2, T:138])
Q: 에어컨 세정제 어디 있나요? -> Keyword: 에어컨 세정제 (Latency: 0.509s, Tokens: [P:129, C:6, T:135])
Q: 철 수세미 어디 있어요? -> Keyword: 철 수세미 (Latency: 0.411s, Tokens: [P:127, C:4, T:131])
Q: 머리끈 검정색 어디 있나요? -> Keyword: 머리끈 (Latency: 0.509s, Tokens: [P:130, C:4, T:134])
Q: 기름종이 어디 있어요? -> Keyword: 기름종이 (Latency: 0.654s, Tokens: [P:127, C:4, T:131])
Q: 발뒤꿈치 미는 거 어디 있죠? -> Keyword: 발뒤꿈치 밀기 (Latency: 0.554s, Tokens: [P:130, C:6, T:136])
Q: 상토나 배양토 어디 있어요? -> Keyword: 상토 (Latency: 0.575s, Tokens: [P:129, C:2, T:131])
Q: 에어프라이어용 종이 호일 어디 있나요? -> Keyword: 종이 호일 (Latency: 0.452s, Tokens: [P:133, C:4, T:137])
Q: 와인 오프너 어디 있어요? -> Keyword: 와인 오프너 (Latency: 0.513s, Tokens: [P:128, C:5, T:133])
Q: 싱크대 배수구 거름망 어디 있죠? -> Keyword: 거름망 (Latency: 0.514s, Tokens: [P:132, C:3, T:135])
Q: 캠핑용 조명 어디 있어요? -> Keyword: 조명 (Latency: 0.466s, Tokens: [P:129, C:2, T:131])
Q: 실내화 주머니 어디 있나요? -> Keyword: 주머니 (Latency: 0.501s, Tokens: [P:128, C:2, T:130])
Q: 붙이는 핫팩 어디 있어요? -> Keyword: 핫팩 (Latency: 0.545s, Tokens: [P:128, C:3, T:131])
Q: 방충망 보수 테이프 어디 있죠? -> Keyword: 방충망 보수 테이프 (Latency: 0.564s, Tokens: [P:131, C:8, T:139])
Q: 욕실 청소용 솔 어디 있어요? -> Keyword: 욕실 청소용 솔 (Latency: 0.689s, Tokens: [P:129, C:6, T:135])
Q: 자석 화이트보드 어디 있나요? -> Keyword: 자석 화이트보드 (Latency: 0.500s, Tokens: [P:129, C:6, T:135])
Q: 렌즈 세척액 어디 있어요? -> Keyword: 렌즈 세척액 (Latency: 0.594s, Tokens: [P:128, C:5, T:133])
Q: 바느질 세트 어디 있나요? -> Keyword: 바느질 세트 (Latency: 0.575s, Tokens: [P:128, C:5, T:133])
Q: 자동차 흠집 제거제 어디 있어요? -> Keyword: 흠집 제거제 (Latency: 0.686s, Tokens: [P:130, C:5, T:135])
